accuracy,loss,val_accuracy,val_loss
0.9545791149139404,0.1986423283815384,0.9861660003662109,0.060991108417510986
0.9891384840011597,0.05431300401687622,0.9881423115730286,0.055338747799396515
0.9906195998191833,0.048833586275577545,0.9881423115730286,0.05497952178120613
0.9911133050918579,0.0470246821641922,0.9861660003662109,0.052758947014808655
0.9903727769851685,0.046395719051361084,0.9861660003662109,0.053263816982507706
0.9923475980758667,0.044726621359586716,0.9861660003662109,0.05304397642612457
0.9913601875305176,0.045455463230609894,0.9881423115730286,0.05257003754377365
0.9911133050918579,0.0449078343808651,0.9881423115730286,0.05234714224934578
0.9911133050918579,0.04481077566742897,0.9861660003662109,0.052487485110759735
0.9925944209098816,0.04267007112503052,0.9881423115730286,0.0523538775742054
0.9918538928031921,0.04352867975831032,0.9881423115730286,0.052392199635505676
0.9925944209098816,0.04257136210799217,0.9881423115730286,0.05224756523966789
0.9913601875305176,0.043441832065582275,0.9881423115730286,0.05224473401904106
0.9916070103645325,0.04323701187968254,0.9881423115730286,0.052249643951654434
0.992100715637207,0.04279052093625069,0.9861660003662109,0.05220012739300728
0.9918538928031921,0.042706917971372604,0.9861660003662109,0.05216948315501213
0.9923475980758667,0.04259056970477104,0.9861660003662109,0.05217413231730461
0.9913601875305176,0.043178003281354904,0.9881423115730286,0.05224107578396797
0.9923475980758667,0.04345989599823952,0.9881423115730286,0.05219452828168869
0.9923475980758667,0.042389947921037674,0.9861660003662109,0.052189722657203674
0.9925944209098816,0.044062647968530655,0.9861660003662109,0.052174147218465805
0.9935818314552307,0.042447492480278015,0.9861660003662109,0.05217614397406578
0.992100715637207,0.04231508448719978,0.9861660003662109,0.05218091979622841
0.9916070103645325,0.04328922554850578,0.9861660003662109,0.05217212066054344
0.9918538928031921,0.04287708178162575,0.9861660003662109,0.05217708274722099
0.9923475980758667,0.04171893000602722,0.9861660003662109,0.052174098789691925
0.9918538928031921,0.0425574854016304,0.9861660003662109,0.052172157913446426
0.992100715637207,0.043514419347047806,0.9861660003662109,0.05217529460787773
0.992100715637207,0.04266905412077904,0.9861660003662109,0.05217260494828224
0.9923475980758667,0.042395636439323425,0.9861660003662109,0.052169717848300934
0.9925944209098816,0.04274246469140053,0.9861660003662109,0.052172087132930756
0.9918538928031921,0.04279784485697746,0.9861660003662109,0.052172668278217316
0.9918538928031921,0.042949751019477844,0.9861660003662109,0.05217185616493225
0.992100715637207,0.04262106493115425,0.9861660003662109,0.05217193812131882
0.9916070103645325,0.042799655348062515,0.9861660003662109,0.05217082425951958
0.9925944209098816,0.04246361553668976,0.9861660003662109,0.052171122282743454
0.9918538928031921,0.04304291307926178,0.9861660003662109,0.05217112600803375
0.9923475980758667,0.042262446135282516,0.9861660003662109,0.05217127501964569
0.9925944209098816,0.042829204350709915,0.9861660003662109,0.052171122282743454
0.9916070103645325,0.04298405721783638,0.9861660003662109,0.052170947194099426
0.9923475980758667,0.042409464716911316,0.9861660003662109,0.05217081680893898
0.9918538928031921,0.04270091652870178,0.9861660003662109,0.052170637995004654
0.9923475980758667,0.042414791882038116,0.9861660003662109,0.05217067524790764
0.992100715637207,0.04176712781190872,0.9861660003662109,0.052170779556035995
0.9918538928031921,0.04231799393892288,0.9861660003662109,0.05217074602842331
0.9923475980758667,0.042203810065984726,0.9861660003662109,0.05217072740197182
0.9923475980758667,0.042653799057006836,0.9861660003662109,0.05217065289616585
0.9923475980758667,0.043180834501981735,0.9861660003662109,0.052170660346746445
0.9923475980758667,0.04200345650315285,0.9861660003662109,0.05217065289616585
0.9916070103645325,0.04301794618368149,0.9861660003662109,0.05217065289616585
