depth,seed,epoch,train_loss,val_auc,val_f1,test_auc,test_f1
3,7,43,0.008507391321472824,0.9937392055267703,0.9626556016597511,0.9990845220353417,0.9754098360655737
3,7,44,0.007741312758298591,0.9954879101899827,0.970954356846473,0.9987438790717479,0.975609756097561
3,7,45,0.008928556140745059,0.9913644214162349,0.9554655870445344,0.998956780923994,0.968
3,7,46,0.007535381708294153,0.9945164075993091,0.9663865546218487,0.9988716201830956,0.9794238683127572
3,7,47,0.0076665563392452896,0.9949481865284974,0.9745762711864406,0.9987438790717479,0.9752066115702479
3,7,48,0.006954263692023233,0.9929188255613125,0.959349593495935,0.9989993612944432,0.979757085020243
3,7,49,0.0075630106730386615,0.9923791018998273,0.959349593495935,0.9989354907387694,0.983739837398374
3,7,50,0.007679223170271143,0.9928756476683939,0.9554655870445344,0.9988077496274217,0.9758064516129032
3,17,1,0.5857100188732147,0.9550086355785838,0.0,0.9603363849265488,0.0
3,17,2,0.45067786797881126,0.9710492227979274,0.0,0.9730892058760912,0.0
3,17,3,0.2886555828154087,0.9768782383419689,0.0,0.9780711092186501,0.0
3,17,4,0.1494865771383047,0.9815198618307427,0.0,0.9840110708963167,0.0
3,17,5,0.08792408742010593,0.9844775474956822,0.0,0.9875239514583777,0.0
3,17,6,0.07251717476174235,0.9926165803108808,0.0,0.990845220353417,0.0
3,17,7,0.06374462973326445,0.9975172711571675,0.30985915492957744,0.9957419629550777,0.2446043165467626
3,17,8,0.06172126857563853,0.9985751295336788,0.8571428571428571,0.9974451777730466,0.8436018957345972
3,17,9,0.05797305144369602,0.9984240069084629,0.961038961038961,0.998296785182031,0.944206008583691
3,17,10,0.047664972953498363,0.9984240069084629,0.9535864978902954,0.9983180753672557,0.9672131147540983
3,17,11,0.0416769462171942,0.9986830742659758,0.9535864978902954,0.9990206514796679,0.9669421487603306
3,17,12,0.037184713408350945,0.9991148531951641,0.9140271493212669,0.9992122631466893,0.9391304347826087
3,17,13,0.033623315859586,0.9990500863557858,0.957983193277311,0.9990845220353417,0.9672131147540983
3,17,14,0.03385846596211195,0.9990932642487046,0.9041095890410958,0.9995103257398339,0.8909090909090909
3,17,15,0.030987934092991054,0.9989637305699482,0.9666666666666667,0.9987864594421971,0.9714285714285714
3,17,16,0.029157208278775215,0.9990284974093264,0.970954356846473,0.9996593570364062,0.9795918367346939
3,17,17,0.02705848030745983,0.9990716753022453,0.9576271186440678,0.999127102405791,0.9669421487603306
3,17,18,0.026082852738909423,0.9989421416234888,0.9669421487603306,0.9994677453693848,0.9836065573770492
3,17,19,0.02241983648855239,0.9992012089810017,0.9385964912280702,0.9992122631466893,0.935064935064935
3,17,20,0.022462364984676242,0.9986183074265975,0.9558232931726908,0.9994464551841601,0.9718875502008032
3,17,21,0.022252271184697747,0.9992443868739206,0.9661016949152542,0.9992761337023632,0.9794238683127572
3,17,22,0.02307853742968291,0.9992012089810017,0.9666666666666667,0.9993825846284863,0.9877551020408163
3,17,23,0.019930207985453308,0.9985967184801382,0.9596774193548387,0.9993187140728125,0.97165991902834
3,17,24,0.020968844648450613,0.9991796200345423,0.9523809523809523,0.9990206514796679,0.9401709401709402
3,17,25,0.016599340131506324,0.9989853195164076,0.9669421487603306,0.9995316159250586,0.9877551020408163
3,17,26,0.0160915675223805,0.9992227979274612,0.9140271493212669,0.9990845220353417,0.9203539823008849
3,17,27,0.016049222322180867,0.9989421416234888,0.967479674796748,0.999340004258037,0.979757085020243
3,17,28,0.0154867023229599,0.9993307426597582,0.9613733905579399,0.9992122631466893,0.9623430962343096
3,17,29,0.015081746969372034,0.9989421416234888,0.9620253164556962,0.999340004258037,0.970954356846473
3,17,30,0.017268731142394245,0.9989853195164077,0.9663865546218487,0.9991909729614648,0.9752066115702479
3,17,31,0.01847447722684592,0.9965673575129534,0.9477911646586346,0.999127102405791,0.9603174603174603
3,17,32,0.018379384418949485,0.9991580310880829,0.9702127659574468,0.9988077496274218,0.9535864978902954
3,17,33,0.01297640788834542,0.9982081174438687,0.9672131147540983,0.9988929103683202,0.983739837398374
3,17,34,0.01568957301788032,0.9986830742659758,0.9635627530364372,0.9986161379604003,0.979757085020243
3,17,35,0.014186845219228417,0.9973661485319516,0.9663865546218487,0.9992548435171386,0.9794238683127572
3,17,36,0.013101601391099393,0.9990284974093264,0.9658119658119658,0.9989780711092187,0.957983193277311
3,17,37,0.013845349138136953,0.9967400690846286,0.9629629629629629,0.9988716201830956,0.983739837398374
3,17,38,0.012514281668700278,0.9955310880829016,0.9583333333333334,0.9988290398126464,0.9754098360655737
3,17,39,0.010162178485188633,0.9979490500863558,0.9613733905579399,0.9988290398126464,0.9535864978902954
3,17,40,0.008269841113360599,0.9954663212435234,0.9596774193548387,0.9987438790717479,0.979757085020243
3,17,41,0.012071270088199526,0.9974956822107082,0.9711934156378601,0.9989780711092187,0.9795918367346939
3,17,42,0.008883316069841385,0.9974309153713299,0.9635627530364372,0.9989142005535449,0.979757085020243
3,17,43,0.009828316804487258,0.9953583765112263,0.9669421487603306,0.9987012987012986,0.9754098360655737
3,17,44,0.009922187426127493,0.9966968911917098,0.9663865546218487,0.9985309772195018,0.9666666666666667
3,17,45,0.010067849972983822,0.9948402417962003,0.9672131147540983,0.9986374281456248,0.9795918367346939
3,17,46,0.010389840579591691,0.9976468048359239,0.9635627530364372,0.9987012987012986,0.979757085020243
3,17,47,0.008370483017642982,0.9963946459412781,0.9672131147540983,0.9988716201830956,0.9754098360655737
3,17,48,0.0074535527091939,0.9957037996545769,0.9672131147540983,0.9986587183308494,0.9795918367346939
3,17,49,0.012408737558871508,0.9970854922279793,0.918918918918919,0.9983180753672557,0.8968609865470852
3,17,50,0.013895242707803845,0.9956174438687393,0.952,0.9978071109218649,0.9565217391304348
3,37,1,0.5867197215557098,0.8949805699481864,0.0,0.9084096231637214,0.0
3,37,2,0.4686477966606617,0.956649395509499,0.0,0.9557164147328082,0.0
3,37,3,0.31475323997437954,0.9751943005181347,0.0,0.975835639770066,0.0
3,37,4,0.15681773889809847,0.9844775474956823,0.0,0.9856078347881626,0.0
3,37,5,0.08725166413933039,0.9906519861830743,0.0,0.9893974877581434,0.0
3,37,6,0.06787290936335921,0.9970423143350604,0.0,0.9912071535022354,0.0
3,37,7,0.05869462667033076,0.99889896373057,0.0,0.9961677666595701,0.0
3,37,8,0.05044015380553901,0.9995466321243524,0.0,0.9976367894400682,0.0
3,37,9,0.04452378209680319,0.9992875647668393,0.8732394366197183,0.9979348520332126,0.8544600938967136
3,37,10,0.04050025949254632,0.9993091537132988,0.9568965517241379,0.9981690440706834,0.9396551724137931
3,37,11,0.03669839561916888,0.9994602763385146,0.9140271493212669,0.9993187140728124,0.905829596412556
3,37,12,0.036696346243843436,0.9995682210708117,0.8990825688073395,0.9994464551841601,0.9009009009009009
3,37,13,0.03768288413994014,0.9994818652849741,0.8888888888888888,0.9995529061102831,0.8598130841121495
3,37,14,0.03306882083415985,0.9993955094991364,0.9663865546218487,0.999233553331914,0.9711934156378601
3,37,15,0.03016716823913157,0.9992443868739206,0.9623430962343096,0.9995741962955078,0.9795918367346939
3,37,16,0.02731270296499133,0.9994386873920552,0.9568965517241379,0.9993187140728125,0.9482758620689655
3,37,17,0.02538830426055938,0.999006908462867,0.9754098360655737,0.9995741962955078,0.975609756097561
3,37,18,0.021035753074102104,0.9995466321243522,0.9655172413793104,0.9994890355546093,0.9482758620689655
3,37,19,0.024630619445815682,0.9994818652849741,0.9707112970711297,0.9994251649989355,0.9794238683127572
3,37,20,0.02067308046389371,0.999158031088083,0.9672131147540983,0.9994464551841601,0.975609756097561
3,37,21,0.019950803485698998,0.9992012089810017,0.963265306122449,0.9992122631466893,0.979757085020243
3,37,22,0.024778650258667767,0.99926597582038,0.9669421487603306,0.9995741962955078,0.9877551020408163
3,37,23,0.020202080137096345,0.9992227979274612,0.9669421487603306,0.9995103257398339,0.9795918367346939
3,37,24,0.01954675291199237,0.9988126079447324,0.9516129032258065,0.9992761337023632,0.9718875502008032
3,37,25,0.030209310119971633,0.99926597582038,0.9661016949152542,0.9995954864807324,0.9752066115702479
3,37,26,0.019132338697090745,0.9990716753022453,0.963265306122449,0.999340004258037,0.9758064516129032
3,37,27,0.019606935675255954,0.9987910189982729,0.963265306122449,0.9994251649989355,0.979757085020243
3,37,28,0.022225807304494083,0.9991364421416236,0.9655172413793104,0.9992761337023632,0.944206008583691
3,37,29,0.01845884253270924,0.9985967184801381,0.963265306122449,0.9993825846284863,0.975609756097561
3,37,30,0.017743724514730275,0.9990716753022453,0.9669421487603306,0.9995103257398339,0.983739837398374
3,37,31,0.016195984440855682,0.9990716753022453,0.9590163934426229,0.9994677453693847,0.979757085020243
3,37,32,0.015123812307137996,0.9989421416234888,0.9547325102880658,0.9992974238875878,0.975609756097561
3,37,33,0.013989012164529413,0.9991148531951641,0.9663865546218487,0.9993612944432616,0.9794238683127572
3,37,34,0.01194225560175255,0.9990500863557858,0.9704641350210971,0.9994677453693847,0.9794238683127572
3,37,35,0.012392558273859322,0.9990500863557858,0.9629629629629629,0.999340004258037,0.9877551020408163
3,37,36,0.012751690344884992,0.9989637305699481,0.9669421487603306,0.9992122631466893,0.9877551020408163
3,37,37,0.01051347196334973,0.9990284974093264,0.9629629629629629,0.999340004258037,0.983739837398374
3,37,38,0.010216370021225885,0.999114853195164,0.963265306122449,0.9993187140728125,0.979757085020243
3,37,39,0.012976607191376388,0.9984455958549223,0.9617021276595744,0.9994251649989355,0.9707112970711297
3,37,40,0.014224157377611846,0.9989205526770293,0.9504132231404959,0.9994677453693847,0.9877551020408163
3,37,41,0.0120730398921296,0.9990716753022453,0.9747899159663865,0.9991483925910155,0.9794238683127572
3,37,42,0.009671085106674582,0.9984240069084629,0.9586776859504132,0.9992548435171386,0.983739837398374
3,37,43,0.01260242349235341,0.9985535405872193,0.959349593495935,0.999233553331914,0.975609756097561
3,37,44,0.009502251050435007,0.9984455958549223,0.959349593495935,0.9992761337023632,0.9758064516129032
3,37,45,0.009175261773634702,0.9988341968911917,0.9623430962343096,0.9991909729614648,0.9794238683127572
3,37,46,0.008292120124679059,0.9979490500863558,0.959349593495935,0.9992761337023632,0.9795918367346939
3,37,47,0.010236638248898089,0.9986614853195164,0.963265306122449,0.998956780923994,0.9758064516129032
3,37,48,0.009873024915577844,0.9976468048359239,0.9663865546218487,0.9991058122205663,0.970954356846473
3,37,49,0.008226896490668878,0.9988126079447324,0.9583333333333334,0.9987012987012986,0.9754098360655737
3,37,50,0.010119168378878385,0.9964810017271156,0.9590163934426229,0.998956780923994,0.9758064516129032
5,7,1,0.5651089809834957,0.12694300518134716,0.0,0.13244624228230786,0.0
5,7,2,0.37126388028264046,0.08814766839378238,0.0,0.08109431552054504,0.0
5,7,3,0.17794072814285755,0.11437823834196892,0.0,0.1079838194592293,0.0
5,7,4,0.08203215757384896,0.1817789291882556,0.0,0.19276133702363213,0.0
5,7,5,0.05164580699056387,0.46541450777202065,0.0,0.49708324462422826,0.0
5,7,6,0.04039792460389435,0.9188039723661485,0.0,0.9236959761549925,0.0
5,7,7,0.031205408740788698,0.9904360967184802,0.0,0.9949755162869917,0.0
5,7,8,0.03147167130373418,0.9960708117443868,0.9523809523809523,0.9986587183308494,0.9620253164556962
5,7,9,0.03411438432522118,0.9985319516407599,0.9658119658119658,0.9987651692569726,0.9666666666666667
5,7,10,0.024844920728355646,0.9985535405872193,0.9655172413793104,0.999340004258037,0.9707112970711297
5,7,11,0.020443305955268443,0.9989421416234888,0.9666666666666667,0.998956780923994,0.9795918367346939
5,7,12,0.018421912332996726,0.9969775474956821,0.9586776859504132,0.9985522674047264,0.9836065573770492
5,7,13,0.017744347569532692,0.9984671848013816,0.961038961038961,0.9985522674047264,0.9620253164556962
5,7,14,0.014328062650747597,0.9968696027633851,0.961038961038961,0.9982542048115819,0.9487179487179487
5,7,15,0.012901371228508651,0.9955742659758203,0.9629629629629629,0.9986161379604002,0.983739837398374
5,7,16,0.012966957874596119,0.9957469775474957,0.959349593495935,0.9970619544390036,0.979757085020243
5,7,17,0.01188111410010606,0.9944300518134714,0.9590163934426229,0.9971471151799021,0.979757085020243
5,7,18,0.012809924490284175,0.9954231433506044,0.9333333333333333,0.9949542261017671,0.935064935064935
5,7,19,0.011964232253376395,0.9927892918825562,0.9473684210526315,0.998296785182031,0.968
5,7,20,0.013205968658439815,0.9948618307426598,0.9711934156378601,0.9965722801788375,0.983739837398374
5,7,21,0.010100432788021863,0.9923791018998274,0.9672131147540983,0.9959761549925484,0.979757085020243
5,7,22,0.010530278930673376,0.9916666666666667,0.9666666666666667,0.9958697040664254,0.9754098360655737
5,7,23,0.013900570338591933,0.9937392055267703,0.9666666666666667,0.9983606557377049,0.9754098360655737
5,7,24,0.013036386109888554,0.998272884283247,0.9704641350210971,0.9978922716627634,0.970954356846473
5,7,25,0.00949956924887374,0.9952720207253886,0.967479674796748,0.9983606557377049,0.975609756097561
5,7,26,0.009799573541386053,0.9928108808290156,0.944,0.9972322759208004,0.9641434262948207
5,7,27,0.011184126022271812,0.9975820379965458,0.9333333333333333,0.9973813072173727,0.9017857142857143
5,7,28,0.005781209270935506,0.996545768566494,0.963265306122449,0.9974025974025973,0.979757085020243
5,7,29,0.010743077131337486,0.9942357512953368,0.9704641350210971,0.9975729188843943,0.9711934156378601
5,7,30,0.007601840901770629,0.9954879101899827,0.963265306122449,0.996934213327656,0.983739837398374
5,7,31,0.005841561942361295,0.9956390328151986,0.9482071713147411,0.9981477538854588,0.9641434262948207
5,7,32,0.004844022849283647,0.9950129533678758,0.9629629629629629,0.9983606557377048,0.9754098360655737
5,7,33,0.00407785244169645,0.995552677029361,0.9629629629629629,0.9976580796252927,0.979757085020243
5,7,34,0.004749657542561181,0.9949050086355786,0.9629629629629629,0.9972535661060251,0.9714285714285714
5,7,35,0.004917010403005406,0.9943868739205527,0.9672131147540983,0.9976154992548435,0.97165991902834
5,7,36,0.006674643918813672,0.9953367875647668,0.9590163934426229,0.9968490525867575,0.979757085020243
5,7,37,0.007121605478459969,0.9918393782383419,0.9672131147540983,0.9959335746220992,0.963265306122449
5,7,38,0.006143863502074964,0.9952504317789292,0.9658119658119658,0.9966787311049606,0.9535864978902954
5,7,39,0.007132354046916589,0.9969127806563041,0.963265306122449,0.9972961464764742,0.9758064516129032
5,7,40,0.005611978907836601,0.9960708117443868,0.9663865546218487,0.9975516286991697,0.9754098360655737
5,7,41,0.002871050135581754,0.9955310880829015,0.970954356846473,0.9964019586970407,0.9754098360655737
5,7,42,0.0048042755806818604,0.9935233160621761,0.9663865546218487,0.9950180966574409,0.9669421487603306
5,7,43,0.005582300407695584,0.9921632124352332,0.959349593495935,0.996657440919736,0.968
5,7,44,0.00539694880717434,0.9917098445595856,0.8940092165898618,0.99561422184373,0.8558139534883721
5,7,45,0.00600133155239746,0.9927892918825562,0.9711934156378601,0.9970619544390036,0.9714285714285714
5,7,46,0.0023705757776042446,0.9933074265975822,0.9663865546218487,0.9972322759208004,0.9666666666666667
5,7,47,0.0036737446644110605,0.9931563039723662,0.9672131147540983,0.996763891845859,0.9714285714285714
5,7,48,0.004964188046869822,0.9935449050086357,0.9672131147540983,0.9972322759208005,0.975609756097561
5,7,49,0.0018686926996451803,0.993674438687392,0.963265306122449,0.9975516286991697,0.979757085020243
5,7,50,0.002419799850031268,0.9938039723661486,0.9672131147540983,0.9972535661060251,0.975609756097561
5,17,1,0.5720398537814617,0.08102331606217615,0.0,0.05637641047477115,0.0
5,17,2,0.37501975148916245,0.2374784110535406,0.0,0.20323610815414095,0.0
5,17,3,0.19808492250740528,0.6716753022452504,0.0,0.6964871194379391,0.0
5,17,4,0.08508708141744137,0.7702720207253886,0.0,0.8047264211198638,0.0
5,17,5,0.052193762734532356,0.730699481865285,0.0,0.7753672556951245,0.0
5,17,6,0.050418992061167955,0.9387089810017272,0.0,0.9510538641686183,0.0
5,17,7,0.04140867362730205,0.9977979274611398,0.0,0.9968277624015329,0.0
5,17,8,0.03320556227117777,0.9985967184801382,0.0,0.9983606557377049,0.048
5,17,9,0.03083970700390637,0.9992012089810017,0.7692307692307693,0.9992974238875878,0.7291666666666666
5,17,10,0.02334050158970058,0.999006908462867,0.9623430962343096,0.9987438790717479,0.9754098360655737
5,17,11,0.02167062892112881,0.9990932642487047,0.9473684210526315,0.9992974238875878,0.944206008583691
5,17,12,0.019500765833072364,0.9990500863557858,0.9711934156378601,0.9990206514796679,0.983739837398374
5,17,13,0.020718419458717108,0.9990932642487047,0.9572649572649573,0.9992761337023632,0.9623430962343096
5,17,14,0.018397093110252172,0.9990500863557858,0.9586776859504132,0.9988929103683202,0.983739837398374
5,17,15,0.013707248319406062,0.9991796200345423,0.9669421487603306,0.9991909729614648,0.983739837398374
5,17,16,0.013365726626943797,0.9989637305699481,0.963265306122449,0.9987651692569726,0.983739837398374
5,17,17,0.017020739032886922,0.999006908462867,0.963265306122449,0.9989993612944432,0.983739837398374
5,17,18,0.018233017035527155,0.9986183074265976,0.9551020408163265,0.9992548435171386,0.983739837398374
5,17,19,0.01749162090709433,0.999006908462867,0.9661016949152542,0.9991483925910155,0.9794238683127572
5,17,20,0.0108460818300955,0.9991796200345423,0.963265306122449,0.9988716201830956,0.9795918367346939
5,17,21,0.014764196937903762,0.9988773747841104,0.959349593495935,0.9988609750904832,0.983739837398374
5,17,22,0.012196091120131314,0.9987910189982728,0.9572649572649573,0.9987864594421971,0.957983193277311
5,17,23,0.013678593619260937,0.9979490500863557,0.9702127659574468,0.999233553331914,0.9752066115702479
5,17,24,0.00948528794106096,0.99926597582038,0.9714285714285714,0.9988290398126464,0.975609756097561
5,17,25,0.008793093118583784,0.9986183074265975,0.9482758620689655,0.9991909729614648,0.9663865546218487
5,17,26,0.01358094799797982,0.999006908462867,0.959349593495935,0.999127102405791,0.979757085020243
5,17,27,0.011501481145387515,0.9989637305699482,0.959349593495935,0.9988716201830956,0.9718875502008032
5,17,28,0.01246989905484952,0.9985103626943005,0.9613733905579399,0.998467106663828,0.9620253164556962
5,17,29,0.007014260248979554,0.9988126079447323,0.9629629629629629,0.998467106663828,0.983739837398374
5,17,30,0.008095785160548985,0.9989205526770293,0.9747899159663865,0.9976793698105173,0.970954356846473
5,17,31,0.0051513463840819895,0.9990500863557858,0.9554655870445344,0.9987438790717479,0.9795918367346939
5,17,32,0.0045366359554464,0.9988773747841105,0.963265306122449,0.9986800085160741,0.979757085020243
5,17,33,0.004191726751741953,0.9990932642487047,0.9707112970711297,0.9984458164786033,0.970954356846473
5,17,34,0.00952238146419404,0.9974309153713299,0.9465020576131687,0.9985096870342772,0.975609756097561
5,17,35,0.007790308227413334,0.9985535405872193,0.9558232931726908,0.9977858207366405,0.9718875502008032
5,17,36,0.008907200244721025,0.9991148531951641,0.9704641350210971,0.9979561422184372,0.970954356846473
5,17,37,0.0066444638796383515,0.9979490500863557,0.9626556016597511,0.9973813072173727,0.9672131147540983
5,17,38,0.007582352816825733,0.9983592400690846,0.9666666666666667,0.9985522674047264,0.9669421487603306
5,17,39,0.005217833444476128,0.9978842832469775,0.9590163934426229,0.9986587183308495,0.9795918367346939
5,17,40,0.004701614860096015,0.9982728842832469,0.9704641350210971,0.9981690440706834,0.9669421487603306
5,17,41,0.005067156889708713,0.9984887737478412,0.959349593495935,0.9986161379604002,0.983739837398374
5,17,42,0.004231189224810805,0.9983376511226252,0.9629629629629629,0.9978709814775388,0.9754098360655737
5,17,43,0.002434575158986263,0.9975172711571676,0.9543568464730291,0.9974451777730466,0.9754098360655737
5,17,44,0.002922885767475236,0.9981217616580311,0.9586776859504132,0.9977432403661911,0.9754098360655737
5,17,45,0.004226744425977813,0.9984240069084629,0.959349593495935,0.998190334255908,0.979757085020243
5,17,46,0.00343094726849813,0.9987478411053541,0.9666666666666667,0.9985096870342771,0.9711934156378601
5,17,47,0.004674178213463165,0.9979706390328152,0.9551020408163265,0.9977219501809665,0.9795918367346939
5,17,48,0.003291635191999376,0.9982512953367875,0.9623430962343096,0.9973174366616989,0.9669421487603306
5,17,49,0.0035276088055979926,0.9975388601036269,0.9554655870445344,0.9981264637002342,0.9758064516129032
5,17,50,0.0018031270483334083,0.9985319516407599,0.9669421487603306,0.998190334255908,0.9795918367346939
5,37,1,0.5514666698873043,0.09550949913644215,0.0,0.09246327443048756,0.0
5,37,2,0.35041529312729836,0.1891623488773748,0.0,0.16022993400042582,0.0
5,37,3,0.15022522769868374,0.2979706390328152,0.0,0.2544815839897807,0.0
5,37,4,0.06448150891810656,0.49773316062176165,0.0,0.4955929316585054,0.0
5,37,5,0.04559700284153223,0.7118955094991365,0.0,0.7407068341494571,0.0
5,37,6,0.04259684099815786,0.958570811744387,0.0,0.9567809239940388,0.0
5,37,7,0.03388616465963423,0.9908031088082901,0.0,0.9910581222056631,0.0
5,37,8,0.03422900172881782,0.9988557858376511,0.0,0.9979135618479881,0.0
5,37,9,0.026610760600306094,0.9989421416234887,0.9495798319327731,0.9990419416648925,0.9752066115702479
5,37,10,0.02491591835860163,0.9990284974093264,0.9380530973451328,0.9989993612944432,0.925764192139738
5,37,11,0.021739988354966044,0.9988989637305699,0.9551020408163265,0.9990206514796679,0.979757085020243
5,37,12,0.0235361335799098,0.9992659758203799,0.9745762711864406,0.9993187140728125,0.9663865546218487
5,37,13,0.02000979019794613,0.9989421416234887,0.9672131147540983,0.9994251649989355,0.975609756097561
5,37,14,0.015663720259908587,0.9991580310880829,0.9699570815450643,0.9990419416648925,0.9531914893617022
5,37,15,0.014447930501773953,0.9980354058721934,0.959349593495935,0.9992761337023632,0.9758064516129032
5,37,16,0.015912600909359753,0.9992227979274612,0.9629629629629629,0.9985522674047264,0.9795918367346939
5,37,17,0.01415341708343476,0.9978626943005181,0.9583333333333334,0.9990845220353417,0.9876543209876543
5,37,18,0.013275712088216096,0.9980354058721934,0.961038961038961,0.999063231850117,0.9707112970711297
5,37,19,0.012659990170504898,0.9975172711571676,0.9551020408163265,0.9989780711092187,0.979757085020243
5,37,20,0.00902907201088965,0.9968911917098446,0.9547325102880658,0.9983393655524803,0.983739837398374
5,37,21,0.010268936079228297,0.9979922279792747,0.9699570815450643,0.9983606557377049,0.9620253164556962
5,37,22,0.008539119240595028,0.9964378238341969,0.9516129032258065,0.9989993612944432,0.968
5,37,23,0.00826641461753752,0.9981001727115717,0.9508196721311475,0.9982754949968065,0.9795918367346939
5,37,24,0.010332459554774687,0.9933506044905009,0.9516129032258065,0.9987651692569726,0.9718875502008032
5,37,25,0.010566384386038408,0.9974956822107082,0.9663865546218487,0.9980413029593357,0.9794238683127572
5,37,26,0.007106784323696047,0.9967832469775475,0.961038961038961,0.9979348520332126,0.9396551724137931
5,37,27,0.006717906071571633,0.9970854922279793,0.9547325102880658,0.9984458164786033,0.983739837398374
5,37,28,0.006243753858143464,0.9974309153713299,0.9554655870445344,0.9978922716627634,0.979757085020243
5,37,29,0.01368736287986394,0.9948402417962003,0.9663865546218487,0.9980838833297849,0.9711934156378601
5,37,30,0.005434107501059771,0.9981865284974093,0.9669421487603306,0.9979987225888866,0.9836065573770492
5,37,31,0.006884208210976794,0.9975820379965458,0.9427312775330396,0.9979987225888864,0.925764192139738
5,37,32,0.005255262571154162,0.9948618307426598,0.959349593495935,0.9987225888865233,0.983739837398374
5,37,33,0.005180183201446198,0.9969775474956822,0.9747899159663865,0.9978496912923143,0.9669421487603306
5,37,34,0.003635043729445897,0.9951640759930916,0.9663865546218487,0.9979774324036619,0.9752066115702479
5,37,35,0.004520377027802169,0.9950561312607945,0.9508196721311475,0.9983819459229295,0.983739837398374
5,37,36,0.004132123049203074,0.995185664939551,0.959349593495935,0.9988929103683202,0.979757085020243
