accuracy,loss,val_accuracy,val_loss
0.9412490725517273,0.20239870250225067,0.9802371263504028,0.08725016564130783
0.9901258945465088,0.05107693001627922,0.9802371263504028,0.08972121775150299
0.990866482257843,0.04684874787926674,0.9802371263504028,0.07654444128274918
0.9913601875305176,0.045811332762241364,0.9841897487640381,0.06764336675405502
0.9913601875305176,0.04572451487183571,0.9841897487640381,0.0626903623342514
0.992100715637207,0.04544196277856827,0.9861660003662109,0.06259578466415405
0.992100715637207,0.04447518661618233,0.9861660003662109,0.059513624757528305
0.9918538928031921,0.04576398804783821,0.9861660003662109,0.05694777891039848
0.992100715637207,0.04369707405567169,0.9881423115730286,0.05556301772594452
0.9923475980758667,0.043593645095825195,0.9881423115730286,0.05437920242547989
0.9916070103645325,0.04362550005316734,0.9881423115730286,0.05371773615479469
0.9918538928031921,0.04360762611031532,0.9861660003662109,0.05320912227034569
0.992100715637207,0.0430399626493454,0.9861660003662109,0.05285650119185448
0.9923475980758667,0.04240145906805992,0.9861660003662109,0.0526898130774498
0.9918538928031921,0.04349566251039505,0.9861660003662109,0.05270906165242195
0.9918538928031921,0.04347829893231392,0.9861660003662109,0.05264487862586975
0.9923475980758667,0.04324495792388916,0.9881423115730286,0.052603673189878464
0.9933350086212158,0.04161180555820465,0.9881423115730286,0.052551351487636566
0.9918538928031921,0.04343429580330849,0.9881423115730286,0.05249612405896187
0.992100715637207,0.04162629321217537,0.9881423115730286,0.05248584970831871
0.9923475980758667,0.04340954124927521,0.9881423115730286,0.05250008776783943
0.992100715637207,0.04270048439502716,0.9881423115730286,0.05247458070516586
0.9916070103645325,0.04365890473127365,0.9881423115730286,0.05245770141482353
0.9918538928031921,0.04320438951253891,0.9881423115730286,0.052456632256507874
0.9923475980758667,0.04365866631269455,0.9881423115730286,0.052461881190538406
0.9925944209098816,0.04265206679701805,0.9881423115730286,0.052457861602306366
0.9911133050918579,0.04344300925731659,0.9881423115730286,0.05245639383792877
0.9930881261825562,0.0431695431470871,0.9881423115730286,0.05245829373598099
0.9928413033485413,0.04230155795812607,0.9881423115730286,0.05245107784867287
0.9916070103645325,0.04243291914463043,0.9881423115730286,0.05245285853743553
0.9925944209098816,0.04189730063080788,0.9881423115730286,0.05245088040828705
0.9923475980758667,0.04360591247677803,0.9881423115730286,0.05245323106646538
0.9916070103645325,0.043267205357551575,0.9881423115730286,0.05245181545615196
0.9933350086212158,0.04273704066872597,0.9881423115730286,0.05245031416416168
0.9923475980758667,0.04266226291656494,0.9881423115730286,0.05245073884725571
0.9923475980758667,0.043085552752017975,0.9881423115730286,0.05245017260313034
0.9925944209098816,0.041701409965753555,0.9881423115730286,0.05245039612054825
0.9923475980758667,0.042201653122901917,0.9881423115730286,0.05245043709874153
0.992100715637207,0.04318699613213539,0.9881423115730286,0.0524505190551281
0.9923475980758667,0.04308395832777023,0.9881423115730286,0.05245061591267586
0.9916070103645325,0.04297095164656639,0.9881423115730286,0.05245085805654526
0.992100715637207,0.04274836555123329,0.9881423115730286,0.05245093256235123
0.990866482257843,0.042709000408649445,0.9881423115730286,0.05245098099112511
0.9925944209098816,0.04154539480805397,0.9881423115730286,0.05245093256235123
0.9913601875305176,0.04396895691752434,0.9881423115730286,0.052450843155384064
0.9925944209098816,0.04196250066161156,0.9881423115730286,0.05245091766119003
0.9911133050918579,0.04281867668032646,0.9881423115730286,0.052450940012931824
0.9923475980758667,0.04210950806736946,0.9881423115730286,0.05245088040828705
0.9928413033485413,0.043130528181791306,0.9881423115730286,0.05245084688067436
0.992100715637207,0.04227963835000992,0.9881423115730286,0.05245082080364227
